223906=EmployeeID223906namePrefix='Dr.', firstName='Kurt', middleInitial='C', LastName='Atwater', gender='X', email='kurt.atwater@aol.com', dateOfBirth=1991-11-25, dateOfJoining=2016-03-22, salary=126624
979547=EmployeeID979547namePrefix='Mr.', firstName='Kurt', middleInitial='M', LastName='Durante', gender='X', email='kurt.durante@walmart.com', dateOfBirth=1985-05-02, dateOfJoining=2013-03-05, salary=101165
176323=EmployeeID176323namePrefix='Dr.', firstName='Chi', middleInitial='C', LastName='Fee', gender='X', email='chi.fee@yahoo.com', dateOfBirth=1978-08-10, dateOfJoining=2000-01-03, salary=75481
284157=EmployeeID284157namePrefix='Mrs.', firstName='Dan', middleInitial='S', LastName='Humbert', gender='X', email='dan.humbert@exxonmobil.com', dateOfBirth=1987-12-29, dateOfJoining=2012-01-01, salary=84676
504550=EmployeeID504550namePrefix='Hon.', firstName='Elliott', middleInitial='M', LastName='Welter', gender='X', email='elliott.welter@yahoo.com', dateOfBirth=1974-10-10, dateOfJoining=2005-02-12, salary=84981
439696=EmployeeID439696namePrefix='Mr.', firstName='Bert', middleInitial='S', LastName='Boisvert', gender='X', email='bert.boisvert@gmail.com', dateOfBirth=1993-08-11, dateOfJoining=2016-09-06, salary=127898
554969=EmployeeID554969namePrefix='Mr.', firstName='Harris', middleInitial='T', LastName='Thomsen', gender='X', email='harris.thomsen@yahoo.co.in', dateOfBirth=1979-02-17, dateOfJoining=2001-11-10, salary=178012
738228=EmployeeID738228namePrefix='Ms.', firstName='Adelle', middleInitial='Y', LastName='Mccorkle', gender='X', email='adelle.mccorkle@walmart.com', dateOfBirth=1966-09-29, dateOfJoining=2000-02-18, salary=116985
237649=EmployeeID237649namePrefix='Mr.', firstName='Jerrod', middleInitial='O', LastName='Read', gender='X', email='jerrod.read@gmail.com', dateOfBirth=1965-06-21, dateOfJoining=2006-02-21, salary=54537
789173=EmployeeID789173namePrefix='Ms.', firstName='Elia', middleInitial='K', LastName='Marr', gender='X', email='elia.marr@gmail.com', dateOfBirth=1989-06-13, dateOfJoining=2014-03-19, salary=101331
672612=EmployeeID672612namePrefix='Hon.', firstName='Glen', middleInitial='H', LastName='Wunderlich', gender='M', email='glen.wunderlich@gmail.com', dateOfBirth=1968-09-11, dateOfJoining=2013-01-22, salary=-142743
652509=EmployeeID652509namePrefix='Ms.', firstName='Paulette', middleInitial='F', LastName='Atencio', gender='X', email='paulette.atencio@comcast.net', dateOfBirth=1977-05-29, dateOfJoining=2014-01-22, salary=76360
208384=EmployeeID208384namePrefix='Mr.', firstName='Christian', middleInitial='J', LastName='Marchetti', gender='M', email='christian.marchetti@gmail.com', dateOfBirth=1963-06-30, dateOfJoining=1995-09-21, salary=-114240
225018=EmployeeID225018namePrefix='Hon.', firstName='Catrice', middleInitial='D', LastName='Needham', gender='X', email='catrice.needham@shell.com', dateOfBirth=1977-07-05, dateOfJoining=2005-10-02, salary=131082
741910=EmployeeID741910namePrefix='Mrs.', firstName='Augusta', middleInitial='F', LastName='Heiser', gender='X', email='augusta.heiser@ibm.com', dateOfBirth=1962-06-18, dateOfJoining=1985-01-05, salary=126584
517298=EmployeeID517298namePrefix='Drs.', firstName='Cristine', middleInitial='H', LastName='Deanda', gender='X', email='cristine.deanda@yahoo.com', dateOfBirth=1995-06-11, dateOfJoining=2016-12-23, salary=50616
400293=EmployeeID400293namePrefix='Mr.', firstName='Paris', middleInitial='R', LastName='Mertz', gender='M', email='paris.mertz@shell.com', dateOfBirth=1983-07-14, dateOfJoining=2015-03-08, salary=-65346
850355=EmployeeID850355namePrefix='Mr.', firstName='Lazaro', middleInitial='Y', LastName='Huskey', gender='X', email='lazaro.huskey@bellsouth.net', dateOfBirth=1976-12-22, dateOfJoining=2011-08-26, salary=109492
567463=EmployeeID567463namePrefix='Ms.', firstName='Christel', middleInitial='W', LastName='Holston', gender='X', email='christel.holston@yahoo.ca', dateOfBirth=1994-07-29, dateOfJoining=2016-11-16, salary=65339
713117=EmployeeID713117namePrefix='Dr.', firstName='Freeman', middleInitial='J', LastName='Mcmichael', gender='X', email='freeman.mcmichael@gmail.com', dateOfBirth=1981-07-06, dateOfJoining=2005-11-15, salary=48334
